,text,Annotation
1502,"@NuritBaytch @MaxBlumenthal  Impossible to understand how people like Blumenthal can rant, given 1400 years of abuse of Jews by Muslims.",racism
1503,@ardiem1m @MaxBlumenthal @oldkhayyam Their current behavior now is not to end up being ruled and under the power of Muslims again.,racism
1504,@ardiem1m @MaxBlumenthal @oldkhayyam The job Mohammed set Muslims is not done while Israel exists. http://t.co/iLVg1qTxVa,racism
1505,@ardiem1m @MaxBlumenthal @oldkhayyam No it is the Muslims that have done the ethnic cleansing for 1400 years. Israel is putting a stop to it,racism
1506,@ardiem1m @MaxBlumenthal @oldkhayyam Forget about your anti Jewish bigotry. How do you explain Hamas beheading gays and honor killing women,racism
1507,@ardiem1m @MaxBlumenthal @oldkhayyam You think Hamas doesn't  practice cruel and inhuman treatment of Palestinians? Are you blind?,racism
1508,@ardiem1m @MaxBlumenthal @oldkhayyam Hamas throws their political opponents off roof tops. Is that your idea of humanity?,racism
1509,@ardiem1m @MaxBlumenthal @oldkhayyam The  Muslims have never stopped their quest to exterminate Jews. #Islam http://t.co/BHkr3Xrxpg,racism
1510,"@ardiem1m @Alfonso_AraujoG @MaxBlumenthal @oldkhayyam Yeah, being anti Zionist is pretending to have an excuse for being anti Semitic.",racism
1511,@SirajOfficial Filthy Taquiyya liar. The abuse of women by #Islam couldn't be clearer. http://t.co/a9PNhs4acs,racism
1512,"@Alfonso_AraujoG @ardiem1m @MaxBlumenthal @oldkhayyam Self genociadal, self serving liars.",racism
1513,@Alfonso_AraujoG @ardiem1m @MaxBlumenthal Mohammed told Muslims to take over all of the Arabian Penninsula from Jews and Christians.,racism
1514,@Alfonso_AraujoG @ardiem1m @MaxBlumenthal And Muslims today are as determined to do that as every generation before them.,racism
1515,"@oldkhayyam @ardiem1m @MaxBlumenthal Yes, I hate Nazis too. Got a problem with that?",racism
1516,@oldkhayyam @ardiem1m @MaxBlumenthal I hate Islam because it is a religion based on hatred and Jihad. http://t.co/N60I1tFxhW,racism
1517,@love_allah_01 Mohammed's first wife Katjia was a wealthy woman BEFORE Islam. So you are lying.,racism
1518,@WitnessToAllah The poor women do it because they marry a Muslim man and are pressured into it. Men do it in prison. It's a criminal's relig,racism
1519,@taimiiSays Islam is hatred and Jihad. http://t.co/bp228IR12B,racism
1520,@PoliticalAnt @zene55 @bq281473 @foxnewspolitics @BarackObama    There is no difference between what ISIS does and what Mohammed did.,racism
1521,"@greenlinerzjm What is the difference between what ISIS does and what the prophet Mohammed did, microbrain? #Islam",racism
1522,"@greenlinerzjm And by the way, the entire world hates Islam.",racism
1523,@aqutbuddin He only meant knowledge of his fraudulent religion. Mohammed was an illiterate who didn't know squat.,racism
1524,"@freemedialive Fuck #Islam. Mohammed was a pedophile, murderer, bigot, sexist, rapist, slave trader, caravan robber, and liar.",racism
1525,"@1oNo1_Islam This is lying propaganda. If you want to know what filth and hatred Islam is, just read the Quran.",racism
1526,"@asem_1994 People were making scientific discoveries, including Algebra, before Islam.",racism
1527,"@asem_1994 Islam only served to slow down science. The few discoveries by Muslims were despite Islam, not because of Islam.",racism
1528,@asem_1994 But the Christian and Jewish world had an enlightenment because they got past religion. Islamic world has never got past religion,racism
1529,@asem_1994 Look at the kinds of opinions that the Islamic world is stuck with. http://t.co/AryC4kA2CD,racism
1530,"@greenlinerzjm Mohammed was a slave trader, caravan robber, murderer, beheader, rapist, sexist, bigot, liar and pedophile. Just like ISIS.",racism
1531,@greenlinerzjm 270 million people were killed by Islamolunatics shouting Allahu Akbar. http://t.co/5nZY7Ejmgy,racism
1532,@asem_1994 The Islamic world was still in the dark ages before the French showed up.,racism
1533,@greenlinerzjm ISIS follows the Quran and Hadiths exactly. They follow the Sunnah exactly. The evil is in the Quran and Hadiths.,racism
1534,"@greenlinerzjm It means ""God is Great"". Often shouted while Muslims are murdering one of gods creations.",racism
1535,@asem_1994 I'm not concerned with single events. I'm concerned with 1400 years of Islamic murder and barbarity that shows no sign of ending.,racism
1536,"@asem_1994 And I know that Umar imposed the code of Umar, making Jews and Christians third class citizens for centuries.",racism
1537,@nyazpolitics @greenlinerzjm Actual Muslims know very little about Islam.,racism
1538,@greenlinerzjm You should be attacking everyone that follows a religious cult of hated and murder like Islam.,racism
1539,@greenlinerzjm Islam declared war on all humanity 1400 years ago and denying it is simply a lie.,racism
1540,@asem_1994 Being able to practice their religion doesn't mean that they were not treated as third class citizens.,racism
1541,@nyazpolitics @urgedharry @greenlinerzjm I typed that on there. The Hadiths are original. Shut up and go look them up. Or are you afraid to?,racism
1542,"@nyazpolitics @urgedharry @greenlinerzjm I have three translations of the Quran, microbrain. And I know far more about Islam than you.",racism
1543,@nyazpolitics @urgedharry @greenlinerzjm Your religion is a murderous pile of filth. http://t.co/XW63vR3NMR,racism
1544,@urgedharry @nyazpolitics @greenlinerzjm If you actually knew about Islam you would know how violent and barbaric http://t.co/cMU60pvE0s,racism
1545,"@asem_1994 The Muslims killed millions when they entered Europe and India. But the question is, can we get beyond barbaric religion.",racism
1546,@asem_1994 But all the crimes of Islam are exactly according to their beliefs.,racism
1547,@asem_1994 ISIS beheads people. Saudi beheads people. Mohammed beheaded 600 Jews.,racism
1548,@asem_1994 Mohammed was a slave owner and the Quran allows slavery. So ISIS returns to slavery. http://t.co/aVPyjTEK1Z,racism
1549,"@asem_1994 Mohammed raped slave girls, the Quran approves of the rape of slave girls - so ISIS rapes, slave girls.",racism
1550,@asem_1994 The Quran approves of the beating of women and tells them to stay home. So ISIS does it also. http://t.co/0JZqklPyYH,racism
1551,@urgedharry @nyazpolitics @greenlinerzjm Laugh all you want. Islam is a steaming pile of shit. Good night. Blocked.,racism
1552,"@asem_1994 Islam only talked about the freeing of slaves who were Muslims.Since Mohammed was a slave owner,it continued to today. Good night",racism
1553,@Noughtii_faya Islam teaches exactly what ISIS practices.,racism
1554,"@Quinlan_Hank Did he embrace Buddhism or Christianity or Hinduism and become a terrorist? No, it's always Islam that leads to terrorism.",racism
1555,"@TeleGardening @kzaal Yes, let's try to fool people into believing a lie - that #Islam is a religion of peace.",racism
1556,RT @PeterTownsend7: #ISIS #Muslim You're a woman and you're committed to #Islam? You cannot be serious! http://t.co/d73Nxufiy0 http://t.co/…,racism
1557,@eldefinido Fuck the Quran. http://t.co/NUhtaDkFwz,racism
1558,@Jgwdupreez @HuffPostRelig Denouncing terrorism and violence means denouncing the heart of Islam. http://t.co/0ffBqlU8l3,racism
1559,"@Dr_Jreid But Islam is proud of their slavery, imperialism, and genocide against minorities. The are murdering Kurds in Iran now.",racism
1560,"@Dr_Jreid Iran where there is no human freedom and where they murder Kurds, gays, apostates, political opponents.",racism
1561,"@biebervalue @greenlinerzjm Horseshit. Mohammed led 17 major military expeditions, owned 28 slaves, had 9 wives - one six years old.",racism
1562,@biebervalue @greenlinerzjm Mohammed had people murdered who disagreed with him. He raped women. He married a 6 year old. He beheaded Jews.,racism
1563,@biebervalue @greenlinerzjm Here is the Quran telling women not to leave their house. http://t.co/KlxIwZF7md,racism
1564,@biebervalue @greenlinerzjm Here is the Quran telling men they can beat their wives and that men are superior. http://t.co/8xldNwbvZx,racism
1565,@biebervalue @greenlinerzjm Here is the Quran telling Muslim men that they can rape their slave girls. http://t.co/FyNapWCBWw,racism
1566,@biebervalue @greenlinerzjm Here is the Quran stating that the witness of a woman is worth half that of a man. #Islam http://t.co/qlZFV7ZXkJ,racism
1567,@biebervalue @greenlinerzjm Liar! Katjia was a business woman before there was Islam. Mohammed worked for her and had no choice about it.,racism
1568,"@biebervalue @greenlinerzjm You fucking moron, slavery is approved right in the Quran. Read it you stupid idiot.",racism
1569,"@Rudd1971 Yeap, this is a big problem. The Shia militia is only slightly less fanatical and Islamofascist than the Daesh they are replacing.",racism
1570,"@Rudd1971 Both Daesh and Shia Militia are driven by a religion of hatred and bigotry and there will be no freedom in Tikrit, regardless.",racism
1571,@BinMaymun @stevoiraq I don't trust ISIS or the Shia militia. Both want to force their sick religion on people. #Tikrit,racism
1572,@MoonNor27 The Shia militia are terrorists that are only slightly better than ISIS. Look at the Shia militia in Yemen.,racism
1573,@New_Babylonia This is propaganda. The Shia militia are religious fanatics and fascists just like ISIS - only slightly less extreme.,racism
1574,@Paul_News @Rudd1971 True. But Islam is corrupt from the beginning.,racism
1575,"@palmeye @Rudd1971 Since 90% of Muslim civilians are killed by Muslim terrorists, you Avatar is just propaganda.",racism
1576,@New_Babylonia @fanarhaddad Saudis regard ISIS as a threat. It's who is defeating them that they have a problem with.,racism
1577,@RTUKnews An Islamist human rights group? LOL. Now there is a contradiction in terms.,racism
1578,"RT @lajouetreine: RT@UnPoliticalPrty: The true history of #Islam and Slavery 

MUST SEE http://t.co/UFJt3iAzzw

#PJNET",racism
1579,"RT @Damocles247: PLEASE SIGN THIS PETITION + RETWEET
http://t.co/aWQOOqVlp0  #BanIslam
@LordThinker @FuckTheShitUSay @ukipwton @VileIslam @…",racism
1580,@asem_1994 Good morning.  Here is the history of Islamic slavery. https://t.co/xWJzpSodGj,racism
1581,@greenlinerzjm @versacezaynx @nyazpolitics do uk enough to understand the history of Islamic slavery? https://t.co/xWJzpSodGj,racism
1582,@halalflaws @biebervalue @greenlinerzjm The women convert to Islam because they marry Muslim men. Men convert in prison.,racism
1583,@halalflaws @biebervalue @greenlinerzjm Your prophet never said that. And countries like Pakistan have a 90% domestic violence rate.,racism
1584,@halalflaws @biebervalue @greenlinerzjm What your prophet said was that women are stupid and corrupt. #Islam http://t.co/gmiSHq8QaG,racism
1585,@greenlinerzjm @versacezaynx @nyazpolitics Most of the African slaves were slaves of Muslims.,racism
1586,@haroonstyles @greenlinerzjm @halalflaws @biebervalue You try again. Mohammed screwed Aisha when she was 9. http://t.co/gJ5Ob13HFX,racism
1587,@haroonstyles @biebervalue @greenlinerzjm @halalflaws Mohammed raped Aishia when she was 9. http://t.co/7moZbSqhpG,racism
1588,@haroonstyles @halalflaws @greenlinerzjm @biebervalue 80% of Muslim civilians are killed by Taliban. Look it up.,racism
1589,@AMohedin Okay. So we agree that the Taliban and ISIS and Saudis are implementing 33:33.,racism
1590,@AMohedin And ISIS does what Islam requires. 33:33 is just the start.,racism
1591,"@AMohedin Okay, so we understand that the Quran makes striking a woman an option and that the woman must obey the man.",racism
1592,"@AMohedin Two verses and we can agree that Islam tells women to stay home, cover up, obey your husband, right?",racism
1593,@AMohedin My 2:282 says that you can replace the testimony of one man with that of two women.,racism
1594,"@Wonderstroke Mohammed was suppose to be guided by god, and his example was for all mankind for all time. He was not suppose to follow.",racism
1595,"@halalflaws @haroonstyles @AMohedin @islamdefense @greenlinerzjm Islam allows men divorce by saying I divorce you, three times, not women.",racism
1596,@AnwarPrince14 @SABCNewsOnline Why not? The Palestinians behead gays and honor kill women.,racism
1597,@no2_tweet Here are Churchill's views about the pedophile prophet. http://t.co/tX7LHgnwf7,racism
1598,@CherguiaMbark Every Muslim convert becomes Muslim propaganda.,racism
1599,@Kaya786 Islamophobia is like Naziphobia. There is no such thing.,racism
1600,@Kaya786 A phobia is an irrational hatred. There is no such thing as a  phobia for a hatred that is rational.,racism
1601,"@Kaya786 And since Islam is a religion of murder, bigotry and hatred, hating Islam is rational. http://t.co/yVoMfK1ytk",racism
1602,@Abu_Talal2 But Islam has no truth. Every word is a lie.,racism
1603,@Abu_Talal2 No it doesn't. Islam is grossly sexist. It is a misery for women. http://t.co/Oj3IfVg6Hc,racism
1604,"RT @BlissTabitha: Australia: Gifted teen embraces Islam, becomes a jihad terrorist http://t.co/bpmb7EoaGv",racism
1605,Here r translations of t Quranic verse that gives men the right to beat their wives and declares men superior. http://t.co/3piDnVkq2b #Islam,racism
1606,@drewmistak The content of the Quran and Hadiths give Islam a bad name.,racism
1607,Why do Muslims force women to cover up and stay at home?  The Quran tells them to. #Islam http://t.co/NHh9nLaMnP,racism
1608,@Kaya786 @fai3an_H At least I don't follow pedophile prophets or believe in mythical creatures of fire called Jinn.,racism
1609,@fai3an_H @Kaya786 Talk to me about being dumb when you figure out how to get working toilets into the Pakistani public schools.,racism
1610,@Kaya786 A. It's not the fastest growing religion. It's the fastest breeding religion.,racism
1611,@Kaya786 B. The only reason there are non Muslims on the earth is because the non Muslim armies defeated the Muslims.,racism
1612,@Kaya786 And it is Islam's preoccupation with violent victory rather than persuasion that makes it globally hated.,racism
1613,@Kaya786 @fai3an_H The problem is that I have far more knowledge of Islam than you and it is your mind that has been shrunken by Islam.,racism
1614,@Kaya786 @fai3an_H The very definition of Islam is hatred and negativity. We have to get rid of that cancer so civilization can advance.,racism
1615,@Kaya786 @fai3an_H My opinions of Islam don't come from the media. They come from the Quran and Hadiths.,racism
1616,@Kaya786 @fai3an_H In the Quran Islam declared war on all mankind 1400 years ago. It is time for humanity to return the favor.,racism
1617,"@Kaya786 @fai3an_H Islam is not a race, microbrain, it is a death cult.",racism
1618,"@Kaya786 No, just Muslims having more babies as their prophet told them to do for the sake of population imperialism. #Islam",racism
1619,@MadDr11 @MaxBlumenthal Your people's struggle is to dominate other people through violence. So fuck you.,racism
1620,"@MadDr11 @MaxBlumenthal No Israel is containing Muslim violence through the only thing Muslims respond to, violence.",racism
1621,@MadDr11 @MaxBlumenthal And in the meantime the Palestinian fuckers are beheading gays and doing honor killings.,racism
1622,"@MadDr11 No the Muslims murdered the Jews the traditional Muslim way, with swords, knives, and spears. And they did it for 1400 years.",racism
1623,@alihadi68 @MaxBlumenthal @rudoren @nytimes And you are supporting the little head choppers and honor killers in Palestine.,racism
1624,@alihadi68 @David_Cameron Who's them? I only see real beheadings in Palestine and the rest of the Muslim world.,racism
1625,@alihadi68 Virtually all the women being beaten and tortured in the world are getting it from Muslims. http://t.co/0faFKHf7H9,racism
1626,@alihadi68 @DouglasKMurray @BBCNews @Ofcom @SkyNews @Independent The racist are Muslims who use breeding for population imperialism.,racism
1627,"@Hesiod2k11 @MaxBlumenthal @BlueDuPage If they were aligned with neo Nazis, the Muslims would love them.",racism
1628,@CariCouture @MedicalAidPal @meralhece @jonsnowC4 @AliAbunimah @theIMEU @MaxBlumenthal Kind of like the Islamic world is a prison.,racism
1629,@MaxBlumenthal @NafeezAhmed LOL. With conspiracy theories like that are you sure that you aren't a madrassa graduate?,racism
1630,@OccuWorld ROFL. Jews used to live on 40% of Arabian peninsula. Who is committing genocide against who?,racism
1631,Muslims are trying hard to finish the job of genocide that their prophet Mohammed gave them #Islam #Israel #Palestine http://t.co/GrFVgLmI70,racism
1632,RT @proadstudio: Israel withdrew Gaza 2005. Evidently #Hamas is so far up your ass @munnerlyn33 you're choking. @NuritBaytch @themillieneal…,racism
1633,"@nader_haq @MadDr11 No, that was just your pedophile prophet making excuses to slaughter them and steal their land and property.",racism
1634,@nader_haq @MadDr11 But your child raping prophet made his intentions clearly known in the Hadiths. http://t.co/IOmcyHTe9W,racism
1635,"@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Yeap, leave it to a Muslim to consider stoning women to death as funny.",racism
1636,@liamxkiwi @greenlinerzjm @halalflaws @biebervalue Bullshit. They are prisoners in their homes and in their country.,racism
1637,@halalflaws @liamxkiwi @greenlinerzjm @biebervalue Here is my twitter page Islamolunatic.,racism
1638,RT @sudixitca: .@VSRamchandra Islam = Nazism. How could it be reformed? @manonive,racism
1639,"@nader_haq @MadDr11 @MaxBlumenthal These Muslims are babies are trained to kill, scum. http://t.co/jaWq72xkfF",racism
1640,"@nader_haq @MadDr11 Because they use their women as baby machines and they practice population imperialism, as commanded by Mohammed.",racism
1641,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I dont have to live there to know you can't leave house without male relative,racism
1642,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know you have religious police telling how to dress.,racism
1643,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know you can't go on a date with any man you want.,racism
1644,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know that men can and do marry babies in Saudi. http://t.co/mWryD1ihpM,racism
1645,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws If you walked down Saudi street dressed like in yr picture would be arrested.,racism
1646,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I know that your husband can beat you there and there is nothing you can do.,racism
1647,"@halalflaws @greenlinerzjm @biebervalue Nobody on the Supreme Court had a clue about what a murdering, raping, bigoted, pedophile he was.",racism
1648,"@NewPakistan2020 Like a bunch of mindless bots, Muslims repeat the same lies in exactly the same words, every day, multiple times a day.",racism
1649,@Isham_AlAssad @USArmy Where is your evidence that they are furious goat fucker?,racism
1650,@Isham_AlAssad @UN Nobody said that goat fucker. You made it up.,racism
1651,"@Isham_AlAssad @UN Any fool can see that is a photoshop job, goat fucker.",racism
1652,"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on Muslim bigotry, and it's cost.",racism
1653,"@MaxBlumenthal @NYTOpinionator @Volker_Beck Blumenthal's silence on the Muslim Jihad against humanity, and it's cost.",racism
1654,"@MaxBlumenthal That tiny group is dripping cluelessness all over the floor.  ""Oh please love me for my brainwashed anti-Semitism!""",racism
1655,@_d_n_verg_ @stevesalaita Look at this ranting lunatic Palestinian. Interesting what he tells us. https://t.co/8cmfoOZwxz,racism
1656,@_d_n_verg_ @stevesalaita Palestinians are half Egyptian and half Saudi. Palestinians are the spearhead for the Arabs against the Jews.,racism
1657,@_d_n_verg_ @stevesalaita Nothing has any value for Arabs except the destruction of the Jews. And the Arabs must pay Palestine to destroy em,racism
1658,@_d_n_verg_ @stevesalaita The filth of the Palestinian head choppers and honor killers and genocidal maniacs is there for the world to see.,racism
1659,"@alihadi68 @rudoren @nytimes Hey, at least he doesn't murder people for apostacy and blasphemy like your tribe of scum.",racism
1660,@alihadi68 @MaxBlumenthal @rudoren @nytimes Your proph beheaded 600 Jewish men &amp; sold the women and children into slavery. And you love him.,racism
1661,@alihadi68 @MaxBlumenthal @rudoren @nytimes So asshole Muslims reserve the right to act like animals and scream like women when other do it.,racism
1662,@alihadi68 @MaxBlumenthal @rudoren @nytimes Compare a Netanyahu speech to this genocidal Palestinian lunatic. https://t.co/8cmfoOZwxz,racism
1663,@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws Half of Saudi women are beaten at home because the Quran permits it.,racism
1664,@loveconcursall @ottomanland The English &amp; Israel were really thinking ahead when they sent Baghdadi to all those Islamic religious schools.,racism
1665,"@loveconcursall @ottomanland ISIS is a giant embarrassment to Muslims, not just because of the barbaric things they do. But because ...",racism
1666,@loveconcursall @ottomanland ...the Prophet Mohammed did the same thing. Baghdadi can quote Quran and Hadiths for every action he takes.,racism
1667,@loveconcursall @ottomanland So of course Muslims are caught in a corner having to make conspiracy theories to try to protect Islam.,racism
1668,@loveconcursall @ottomanland But look at the reality disconnect. Burak says he is for freedom and against all slavery while at the ...,racism
1669,@loveconcursall @ottomanland ....same time admiring the Ottoman state which was a total authoritarian slave state.,racism
1670,@MaxBlumenthal While the Palestinian terrorists that Blumenthal loves are throwing their opponents off rooftops and really beheading gays.,racism
1671,@NafeezAhmed @MaxBlumenthal @Number10gov By all means. Send the Muslims back to the Middle East before they turn Europe into the same sewer.,racism
1672,"@NafeezAhmed @MaxBlumenthal @Number10gov With Muslims attacking European Jews and grooming European children, get rid of them.",racism
1673,@MaxBlumenthal The Prophet Mohammed beheaded 600 Jews for not being loyal to him. And all the Muslims love Mohammed. So what's the problem?,racism
1674,"@Saeed6Ali @MaxBlumenthal @DaraDeBrun Want to see totally insane rantings, look at Bloomenthal's terrorist friends. https://t.co/8cmfoOZwxz",racism
1675,"@AlterNet @MaxBlumenthal No, it doesn't suggest that. Islamolunatics and left wing lunatics suggest that.",racism
1676,"@FarooqSumar @MaxBlumenthal No, now we have idiots like you claiming that the Muslims should be allowed to finish exterminating ME Jews.",racism
1677,"@FarooqSumar @NafeezAhmed @MaxBlumenthal As this Palestinian makes clear, they are Egyptians and Saudis and that Arabs must destroy Jews....",racism
1678,@FarooqSumar @NafeezAhmed @MaxBlumenthal Wrong again. Islam = Nazism.  And Muslim murderers have exterminated Jews.,racism
1679,@FarooqSumar @NafeezAhmed @MaxBlumenthal And the Muslim Nazis left the Jews nothing but this. http://t.co/MTVgnwqZVu,racism
1680,@FarooqSumar @NafeezAhmed @MaxBlumenthal The Jews lived on 40% of the Arabian penninsula before the pedophile prophet started to murder them,racism
1681,@FarooqSumar @NafeezAhmed @MaxBlumenthal In fact the pedophile prophet clearly stated his intention in Hadiths. http://t.co/04XVHx5vVl,racism
1682,@FarooqSumar @NafeezAhmed @MaxBlumenthal Now the Muslim Arabs are using the Palestinans as their spear point to complete the extermination.,racism
1683,@FarooqSumar @Quickieleaks @hamidul1 @nadeemmalik Hey shouldn't you be worrying more about Pakistan Muslims murdering Christians &amp; Hindus?,racism
1684,@MaxBlumenthal @Campagnebds Blumenthal self promotion. The only groups that attack talks and kill people are Max's terrorist Muslim friends.,racism
1685,@tintinenameriq @MaxBlumenthal @Campagnebds Shows how stupid you've become. Only Muslim terrorists actually attack talks.,racism
1686,RT @BenCohenOpinion: Neo-Nazis and Holocaust deniers adore @MaxBlumenthal because he thinks just like them. More @tabletmag http://t.co/bnO…,racism
1687,"@FarooqSumar @CPMacL2008 @AliasHere Norm only got the book wrong. It should say Quran, since Muslims have been doing that for centuries.",racism
1688,@CaliphateCop @Saeed6Ali Raping 9 year old girls is allowed in Islam. So where are child soldiers outlawed?,racism
1689,@CaliphateCop @Saeed6Ali And Hamas trains child soldiers and sends them to get killed for propaganda. http://t.co/nAoJe5oqwO,racism
1690,@thepoliticalcat @MaxBlumenthal @Campagnebds Because there are no Zionist thugs. Just people protecting themselves from Muslim head choppers,racism
1691,@PTISalarKhan Try sending the Bible to some Muslim lunatics.  Saudi won't even allow it in the country. More religious freedom in Israel.,racism
1692,@PTISalarKhan @georgegalloway Of course Muslim religious bigots like you think that is okay.,racism
1693,@PTISalarKhan @georgegalloway But why propagandize your bigotry when Pakistani Muslims are murdering Christians and Hindus for blasphemy?,racism
1694,@SelenaKhan14 @PTISalarKhan @georgegalloway It's nothing compared to Muslim Pakistani mobs murdering Christians and Hindus on fake blasphemy,racism
1695,"@coralivesey @PTISalarKhan @georgegalloway So the entire nation of Saudi should be punnished, since they don't allow churches or bibles.",racism
1696,@PaulieQw @PTISalarKhan @georgegalloway That's because the standard of comparison is to murdering Muslims.,racism
1697,@fehmida444 @chezkig1 @PTISalarKhan @georgegalloway They are occupied because Arab Muslims want Jews exterminated. https://t.co/8cmfoOZwxz,racism
1698,"@MrInsaf @georgegalloway Why, when he could be elected mayor of Peshwar in a heartbeat. He could then murder Christians for blasphemy.",racism
1699,RT @KobyKulater: @chezkig1 @georgegalloway Galloway shut your pointless gob you tart. You can't even think straight after being bought out …,racism
1700,"@AdnanSadiq01 @PTISalarKhan What black and white, terrorist scum? There is zero evidence presented. Are you a madrassa graduate?",racism
1701,@AdnanSadiq01 I think your goat is calling you. She is horny.,racism
1702,@Rubiconski You must be one of Putin's army of paid internet trolls.  http://t.co/stp5NmjZRY http://t.co/IIZx95911L,racism
1703,"RT @AviMayer: If you're surprised to learn Israel-haters @AliAbunimah and @MaxBlumenthal are promoting a vicious anti-Semite, you aren't pa…",racism
1704,RT @AviMayer: How unsurprising: Hatemongers @AliAbunimah and @MaxBlumenthal promote Holocaust denier - http://t.co/4nRJngy7H6 (h/t: @Warped…,racism
1705,@MaxBlumenthal @RaniaKhalek There was no Shujaiya massacre. The place was full of Blumenthal's terrorist friends and their weapons.,racism
1706,@MaxBlumenthal The Arabian Peninsula was once full of Jews and Christians. They were decimated by the Muslims. Max is helping them finish it,racism
1707,@who_the_fa @MaxBlumenthal The difference is that he only said it. The Muslims are doing it.,racism
1708,@harmlesstree2 @MaxBlumenthal Then why have all the Jews completely perished from much of the Arabian P when they once had 40% of it.,racism
1709,"@harmlesstree2 @MaxBlumenthal If you want to understand the lie of Muslims living in peace with Jews, read Ibn Warraq http://t.co/KFsbDefYkD",racism
1710,"@harmlesstree2 No, shithead, they were killed or forced to convert. Mohammed started the ball rolling by beheading 600 Jewish prisoners.",racism
1711,@harmlesstree2 And then the pedophile sold all the women and children into slavery. And he is the model for Hamas and ISIS.,racism
1712,@harmlesstree2 @MaxBlumenthal Not only them. Mohammed ejected the other 2 Jewish tribes from Medina and later slaughtered them at Khybar.,racism
1713,@harmlesstree2 @MaxBlumenthal It is an obvious fact that most Jews lived in ghettoes under the bigoted Muslims.,racism
1714,@harmlesstree2 Your pedophile Prophet made it exceedingly clear what his intentions were for Jews and Christians. http://t.co/gVJcnOh5bm,racism
1715,"@harmlesstree2 The first Crusades were by the Muslims microbrain, when they invaded Europe and plundered all the way to central France.",racism
1716,@harmlesstree2 If the Muslims had not been defeated by Charles Martel civilization would be a millenium less advanced.,racism
1717,@harmlesstree2 And we would all be worshiping the god of terrorism.,racism
1718,"@harmlesstree2 The Jews were murdered for 1400 years by rampaging Muslim mobs in Spain, N. Africa, and the ME.",racism
1719,"@harmlesstree2 Today, Christians are still murdered by rampaging Muslim mobs in Pakistan and Egypt.",racism
1720,@harmlesstree2 Who cares who defined it. The Muslims lived off the production of the Jews and left them impoverished.,racism
1721,"@harmlesstree2 In fact, Mohammed and his thugs were starving before they captured Khybar, stole the Jews property, and made them pay to live",racism
1722,"@harmlesstree2 The holocaust happened in India, where the Muslim scum murdered 80 million Hindus, and in Africa where they murdered 110 mil.",racism
1723,@harmlesstree2 Another line of horseshit. The poor Muslims being attacked. But virtually all their attacks were offensive.,racism
1724,@harmlesstree2 And the lying Muslims claimed that all of their attacks were only done because they were preemptive.,racism
1725,"@harmlesstree2 Mohammed led 17 major military expedition and murdered &amp; raped and enslaved tens of thousands.Jesus,Buddha, Lao Tse lead none",racism
1726,@harmlesstree2 And we are suppose to believe that the murdering Muslims defended themselves all the way to Europe and India. Bullshit.,racism
1727,@harmlesstree2 Again you are an idiot. The Muslims were thugs. They quickly figured out that if they forced everyone to convert there..,racism
1728,@harmlesstree2 And this proved to be true.When there was no one left to steal from in the Saudi area they became broken down criminal places,racism
1729,@harmlesstree2 The Muslim societies that managed to survive were brutal slave societies where they lived off the labor of slaves and women.,racism
1730,@harmlesstree2 Like the Ottoman Empire was a pure slave state.,racism
1731,"@harmlesstree2 No asshole, I single out Muslims because their barbarity is set in stone in the Quran and they have not and cannot evolve.",racism
1732,@harmlesstree2 Jihad is the cornerstone. It is a declaration of war on all humanity. And it can only stop when Islam is completely discarded,racism
1733,@harmlesstree2 Only an idiot that doesn't history would say that.You have never studied the barbarity of the Muslims during that entire time,racism
1734,@Ali_Gharib @MaxBlumenthal Do you think that he is Jewish any other way than by birth?,racism
1735,@hamzayusuf @Malek_Ason @zaytunacollege Womderful. We are going to produce our own madrassa rat jihadis.,racism
1736,"@SAIACarleton @Naazzk What about the environmental racism experience by Christians, Jews, Ezidis, Hindus, etc. in Muslim countries?",racism
1737,@BabaKristian @MuftahOrg Lol. You think there are no probs for people who don't tow the main stream line in Muslim c. http://t.co/yZdJhnFQen,racism
1738,@rayyoosheh Palestine has never existed as a country. Before the Jews it belonged to the Ottomans.,racism
1739,@santafeez Fighting for him would mean not forcing him to become a jihadi hate monster. http://t.co/tFmpcH1aZH,racism
1740,"@CherguiaMbark Yes, I'm hoping we can get the Muslims to stop oppressing Jews and Christians and Hindus and Buddhists.",racism
1741,@sandukankanack What do you read from her face terrorist? http://t.co/zxjEZiUKRB,racism
1742,@kazamaryuji3 Because the Muslims have been exterminating Jews for 1400 years. And Mohammed started he Muslim hatred of Jews.,racism
1743,@recoveringlibrl Free them to do what? Cut off the heads of gays? Honor killings? Child marriage? Exterminate Jews? Throw ppl off buildings?,racism
1744,@substerrr Muslims want to be able to abuse other while at the same time pretending to be victims.,racism
